m,u,v,w,target
4.587977688444472,4.094483878914199,3.61182657290288,4.003978315640969,105.1608800998586
1.1396927076178844,1.213755475693544,4.776620230567536,3.706408434486599,21.669414331237284
1.3650760337548586,3.1974055447914784,2.1981452783813524,2.833511080489708,15.755728007225452
2.3256877864226624,2.893505025067097,2.0473477303750323,4.856087165052286,42.031674660335646
2.192070681843478,4.453818912466369,2.562555401521751,4.300002587615145,49.20455058508166
3.9353472146411317,1.7666982762961303,1.601855834212826,4.329598923064103,48.07536594032307
3.0960532230386906,1.3205559763249233,1.3589908091346379,4.536890597048463,37.42215072178462
3.5104720062899637,3.3186457416567468,2.2428003000879553,4.8112458503138775,68.79059400888801
1.3568732815191455,3.3864128009689387,1.6889610595504965,4.65194983067525,24.397272485200364
4.214326909815927,1.9615307006349645,3.2069549444306036,3.3146421351372095,52.9298708298936
4.556908605845106,1.076609784311969,1.7263337670168708,2.524784895083975,23.955339689939237
3.5048215633347315,4.3676227884137555,2.4992857656429615,2.109077919975095,52.17061452861508
1.60451210660307,3.08426988177078,2.425206680447536,3.6253450399256146,22.894361908250453
1.0644836175661396,3.6782559977599982,4.202597783949621,1.9007440658582082,18.52426277451631
4.631865980018553,1.5667327593187554,3.1086438314136307,2.5335964518998932,42.93144334972101
4.40964951781367,4.106451664782224,2.3175386131602806,3.7764119848476327,80.46556017955746
4.4625246214191305,2.4705995653822863,1.6159030718885226,1.2504442775697764,22.93428813343003
1.4114847905953827,4.4108413359703595,3.7677601643718996,2.081287792336578,26.806422880363943
4.551247299021163,2.3814635856221917,2.124183829723701,4.377790384744601,66.786309995135
1.2479911612367687,4.126268289848628,1.168134758434313,3.974762045043689,21.334010872278544
4.8227209686978,4.065981434759239,3.2974347723080664,3.5635221956727268,96.70513224782461
4.299176675725752,4.738378615274119,2.1473849919691346,3.8376095581970104,89.83289018627428
4.254599811795268,1.1539790957423657,1.6498142490452574,1.6530331323288014,14.436013191083319
1.3707056049956075,1.9871009781977809,3.9780005196258728,2.9567256613209865,19.543030535386016
2.857972984578316,4.298933681989778,2.8643973586345624,2.198824551370653,45.04227218502816
2.8271912573447056,3.423894134755463,2.6404278983341065,3.982306490736953,48.84492466748565
3.8631712656159563,2.8186864496019632,4.709622043803545,4.088871756478186,90.48398032749326
3.4457335423045246,1.5771563080692168,4.612245072855235,1.239680138973271,43.583418389910264
4.462949740457597,4.326296355548658,3.787351846532634,3.7243442926432957,104.72671854474275
4.312361409357456,2.1370392160529392,2.9411995695296325,3.523148041600931,55.263264302177106
2.8376542629139894,4.165088513731339,4.319981267907242,3.821887946212021,71.8168125772458
3.8133821013511744,4.0536296243735865,4.163209547496383,1.9946732422828655,71.96414158087133
4.64645062362799,3.2973843067902076,1.018865442999696,1.7154866435605989,34.50854869092217
4.96440324705144,1.1329650493499206,4.433171603567637,2.3365450866624276,65.52035095885181
2.8073589358174016,3.359909288693001,2.2261269663819188,2.057104513565131,28.742176877829493
4.938617174426374,1.3233743815308037,3.954516351701833,3.701610847932059,76.77436521107393
3.5033387241141605,1.2051839611600568,2.6795271945252055,2.272556253654185,24.167512943513543
4.030354157707242,1.0724976985910692,4.037545773070338,4.253770396247718,71.63267293010232
1.5395998898995877,4.229828894365908,1.5724093752118886,2.266588457271575,19.63093548095274
1.2407940685053838,2.4047101397695627,2.3969175549279855,3.676032224622457,15.535397831061216
3.724402153536546,1.7742608009358927,2.084515584517097,2.500512011752598,25.597381983175296
4.4198053081342,3.853365541796937,2.245229748507026,1.3757836923932434,48.136681678352055
2.878593279432792,3.1579721402001075,3.1345755704790306,1.099368980523081,30.235252984653062
3.3396634268089773,3.1376066547548818,4.245446750409322,1.3262476279654263,49.47264920812171
4.223303849050702,2.381679951381561,1.776494712182811,1.3551768954249641,22.52042414831026
1.3793736625932116,1.9488880523723169,2.6266196940956985,4.00366527023157,18.433005620907114
2.9704242756077046,4.520772059557391,2.8269610283479807,1.155208377730517,44.205252657076066
2.527103362400597,4.466964515841376,2.1145566966119143,1.7688444345010481,34.81581791403181
4.407176032152119,2.635972950504537,3.7772770332385854,1.3136884335756265,50.55461155501616
3.728021699412741,1.2766957451994543,2.8531858624392514,1.2619181390258967,21.180865226504867
2.509534892636603,1.249406523706639,2.9668748601381827,2.16519353293225,18.886039531414777
4.587036443310744,3.3247694839046535,4.317692207072701,2.277925585455137,80.01053700621581
2.8935761979233003,2.520920072020286,2.4401835870188124,4.506567782503463,47.192328337894814
1.9164757429806514,2.9379670984583353,2.4214499975963673,3.0839616423155785,23.00335310333137
4.061768659295556,3.2606682317164126,2.9254644250258313,3.9919570912907374,71.33688528302481
1.6640860608474015,1.299216906564427,3.690550774592602,2.003262836275955,16.07606279474608
1.4262571064158989,1.3766943127595517,2.1431942444905823,2.3403255514201033,8.533076971408262
3.8947056216578906,2.4378860907165008,2.7137666392177824,4.676649785807333,68.50567367909333
1.187600013469753,4.350585678392251,1.5791073480967155,2.7566297384165375,17.232185025072976
3.048812956514307,2.400604212314621,3.5763445198478334,1.79115938996101,33.173207960633874
4.085787431420295,4.901144568782829,2.4956183513789165,3.136258041681912,81.89030070721185
1.4349853641129098,4.901063673562492,2.2499501638475947,1.973007772992129,23.65965162804768
3.7348771826093974,3.5150324741017096,4.834944096894796,2.6077026113310637,79.42636618886353
1.7784136181267622,4.004318516109722,1.8091776093043213,4.427790340455462,34.60172029959745
1.793554325378624,4.719179754471108,1.9008434966321488,3.5181346388734576,34.31171198877021
2.7128742964804813,1.4722364588478447,3.6022296061517394,3.357510142012622,35.83220348228066
1.8763142628743603,1.7479708300043835,3.7879839431145355,1.3455211796184487,18.026362445985868
1.572664606336581,1.5081011655629375,3.5686464666829756,2.3758469392335653,16.24110822551854
1.790736021189287,2.5108148704630224,3.394826566890388,4.094331333737243,30.973096522873725
4.269246203149162,3.2536600982651827,1.3067419970998366,3.4349040257884056,51.428288279504976
3.9671604135010647,4.961961135582843,1.0732262977878495,1.0269382279086003,53.21444864758014
4.090993876977858,4.045689216268731,2.1080077256334784,1.6620159332998763,48.21971592815805
4.996530384622208,2.6737662562323323,4.0687533557862,1.8167116048856489,67.4637051662037
2.6328605262766356,2.3561903573163083,4.560986941366268,4.4920841494297825,61.25752168660371
4.1772253626633145,4.508132406546584,2.3801782563724427,4.903034008462055,104.48963490024039
1.7799956886361632,4.019722714339016,3.0533637668276854,3.319299350319595,32.483986080980564
1.2064890860360546,1.0647196226003537,1.6618492743568711,4.318407273110159,13.59955237471146
4.729774918136934,3.421765983826058,1.297476188751538,4.526470472213978,80.12442527794867
4.001469625761926,1.6774337000134198,3.4544850393107933,2.898982004237594,46.31970663956837
3.9324171490663162,2.4397982555468753,1.441946452606389,2.9426707105590717,32.81825474300821
2.006627264385809,3.1663605950971476,2.9705766276514187,3.5475027458941275,31.53910448238261
2.162651711078865,3.8718887267770667,4.557671699114907,4.88038309295985,64.42759255277517
3.002950831607879,3.6210839083476505,3.310129475257973,2.3381482744277724,44.347792843629946
3.1211796401909897,3.080764450566167,3.842073983788075,1.1812366410589972,40.02594855782233
4.7932692594472215,3.852738138590182,2.680833947117043,2.368497669873089,66.24356361669503
1.620174764327662,3.68993188072198,4.744905792669227,1.2970521974014924,30.631082962180074
2.061775981860795,3.4096453577283405,3.4720338896110325,1.8119463974828567,27.79670971447132
1.2397619315775619,1.4541189496416163,3.898548171787047,4.808860376667772,25.066918753124824
1.458913337664287,1.982020057483314,3.1120493723529443,2.813211913112017,15.703317216666344
2.5567016719551336,3.2931712584805655,2.5025568654592782,2.0228020176695307,27.10039318491583
2.709987213412872,4.517033588493051,2.5253688322444168,1.0689625212972458,37.83651769846866
4.076362658293393,1.1721067999403227,2.198563332288902,1.9005654667639198,20.014256169799427
1.8734510177984975,3.4761883368547988,3.2266765024340556,3.4323620926471308,32.10761208620034
3.8239232858562677,4.285018662193056,4.424304095353191,3.8290215048575544,100.56393857290834
2.6107700078775844,4.017652087927907,2.128665504421385,4.828886019239853,57.42504200170012
3.656604886469889,2.943051343757246,4.267837874367993,2.159277536974236,57.66186324798739
2.645673385401388,1.2047380779495676,4.5117043687072,3.6741077658137007,46.70399028556709
3.911923447665753,1.7508142266707543,2.840563969942379,4.481644243100516,61.0637348091984
2.027202692966305,4.392301441735483,3.4194208357224265,4.758447255558739,54.35697826623433
2.8245735456701606,1.7349534890248024,1.774232833184378,4.527134682112386,37.64155816156813
4.711199264372555,3.294921271682484,3.6295900187518373,1.9229778515925404,65.3167113489599
4.351046005378912,1.6857824489443254,2.9564530030959437,4.757301299931785,74.4341978698474
2.454043131252304,4.947038210576262,3.100992058877531,2.7832045968406947,51.33314247010576
1.0804623210927264,2.7623453262031794,1.699480964091593,3.9761726383678764,14.223603658271871
4.916745011732543,2.432077288944634,2.6427033109151585,4.350749657634017,78.24484242238917
1.6303070754255589,1.4414866596546032,2.2501882643580537,1.6611492241815067,8.070548047224918
3.67190957270511,2.611194115328943,2.4032848839290692,4.981832474097249,68.68815000519002
4.46719280069639,3.1926987334299204,3.206683768632816,3.7660449580830058,77.41475508933283
4.660218866683822,1.6246208143397012,2.244211111195646,4.143721209325692,57.894602120729814
1.9693622787207632,2.4874878893682864,2.83169830010412,2.7655737537479888,21.519723265374633
1.0860220830727698,1.6376251115044815,2.878986473345988,3.9292857446655067,14.34074001472799
4.9909227164091625,4.777395302169054,4.57292683189455,1.4603738517251599,114.46146589964766
2.5996183565278446,4.823902814604174,1.221019831557138,1.9167860812633268,36.96006966223382
4.343848245478268,1.4269427957098189,1.7496591730330464,1.23697863715309,14.394620669650038
4.402633790010739,3.4121766043077266,3.3629230743222496,4.390298412929696,92.95483448348202
2.678943337423931,3.4085733475862066,1.3807521431532934,2.0974240982408734,24.00873920739506
4.890547485708657,3.741715596309208,1.5154944907448566,4.518405229088811,89.7736894112751
3.5651750111140306,4.908431728650433,1.5768396525424593,3.9686416822035917,75.45557813417597
1.3370247151081882,1.2534809300213028,4.617051865166452,4.2239016851441455,27.228326363024216
4.731599490509101,3.0442305446560796,4.076667980925231,2.2602028760134725,73.32814876374825
1.9655027786883,1.3150914453490912,1.7791105629613222,2.7795835459480895,12.403093594146872
1.0463396590815122,4.076815242061917,3.5605854122094116,4.37994384862694,25.36437152855455
3.3194732173238055,4.225590426253261,3.3220213883323075,1.2044698246225325,50.360040398727236
1.0114380232519387,4.236486194379307,3.518564871328644,3.209130946076085,20.54566192949699
1.1699144891485944,4.931452299395449,1.5361483803630986,1.8101882380281653,17.522835953547304
2.8963093546940506,2.0119120740193783,2.503559882989673,2.360406105573352,23.007006072496516
4.118951977987105,3.3711023326222254,3.667658745893732,4.348057379181846,90.04369781893578
2.8352054552652417,2.048439444323804,4.539303935086797,4.63054290912782,65.55464523366393
3.8536045715455387,2.147772675083939,1.3412868237030504,4.013516106126148,43.392144979294144
3.693918702988727,1.3266300561224695,2.4963489038096727,1.7169273121586572,20.20489410881177
1.6261542664170068,3.4864388526083068,1.7204154237929044,1.147074692179718,13.359560978530142
2.763889330482264,1.1063406649930552,2.2303152635610646,4.405522179974193,35.38734858799933
4.938524992682217,4.706692427076853,2.92531738385545,1.4573542640976225,81.07654719185392
1.4688970390402085,3.555713476841937,2.657897575270226,2.8709592943243356,20.527781124854098
4.994942383571346,3.3532629205764706,2.6701321055259775,1.9222844554627554,55.117079347007355
4.081853801543939,2.3279189170590637,4.577190657552926,4.274553945034795,91.11043056615678
4.177356512703458,4.322190555771575,2.4126088971565425,3.2436463300549567,73.15230994348222
4.460248124576986,1.048365242570772,2.744385249012688,2.0950474086642443,29.036089782690794
3.116182050581026,4.002194881249681,1.4230767992598752,2.588986740321559,38.555840850181006
3.8188469906469753,3.442296355799047,4.977384767057464,2.765793323043616,84.5366244018625
4.135140570297839,3.538643489126736,3.698837817762245,1.7409848002937829,60.4442326101159
2.147606524834472,1.069865515800502,3.264054616556529,2.0706566137817344,17.27350378188823
1.1240776729400888,2.8731203000356227,2.3089198587178004,2.108515954458291,10.134555425219556
1.51020530072442,1.2334559971432952,1.851643177549588,2.3258825619721897,7.822656443295948
1.1571159083666833,3.060613548445721,1.166975513873774,1.351850996223798,7.264771870388177
1.6898232578147945,1.7251694664457369,4.6287934425364465,2.6660368456248973,26.62290425104618
1.8829743643504218,2.5465095461880427,4.474584254280929,2.6691560240262624,31.663163895312756
4.11440442334264,3.8558690048546267,4.022150346032145,3.5407715751072257,89.65797946271769
1.9303144446972844,3.422107772956102,2.0466261711841365,2.5053161991547857,21.403432297755568
4.9373271180309235,2.997751992829122,4.6011108571016885,1.8919153301490859,83.28303563106525
3.5349997798523516,4.484609457719494,4.065659889926521,4.734685998218996,104.38600506970485
1.0880589653879649,4.086079304940673,3.4208400142850497,1.3339533402576507,16.41751608754366
2.6029733821271774,1.1547252112980204,4.671821697087073,1.499826405475202,33.06919880576069
1.9554908257923063,3.910097920663129,4.479192529428056,2.961604918654759,43.14119300436622
3.48258848719734,1.660547222193383,3.2508356186327183,1.4853800026153006,27.045265111941273
4.242675781030293,3.111793064390342,3.1297950561779233,4.016878382598769,75.5497203133513
3.8375903067190285,2.993419724867099,3.8001848174651314,1.3861787599006021,48.59052818987305
2.7235409849058048,1.056568247696858,2.0158180680033913,4.727602397696729,37.48965519625673
1.2985657399780481,4.4074683396862735,1.315202633767993,2.361281988176417,17.356102307608417
4.458890287241498,4.577805389675226,4.321079872259343,2.218930606442761,99.32554107274372
2.5394518414204574,2.6600755927507174,3.0195697827004753,2.9335798747578092,31.488815203215424
4.967755610495749,3.4840660462424395,1.4025017524601306,1.3870643006319083,39.81575334759924
3.4892227705099628,1.5761864529632832,2.4837401786865465,3.0307388175463106,31.12161096390034
3.295005875299514,3.280532146995785,3.302863000383499,4.70824355062161,72.22381452340804
2.9369203205924754,1.6809357241868912,3.7849995352712353,1.6683136051471816,29.273807152706816
3.4056049057998785,4.816428122665268,2.3770022363463434,3.7707210441629964,73.33366808142092
4.078048881213127,2.436804622073043,1.6053930513553705,3.4315826786568167,41.37397398634528
3.5664281687628234,2.3772879201192407,1.3550637553861886,1.649814920614133,18.20587560468061
3.3912620193925838,2.576793937291177,2.5474379732359296,4.742921001412478,60.40618808035963
4.210504897564567,2.6076972254031285,4.244324866086565,1.6922610740197777,58.269442393728454
1.9577928984771593,3.518601827633892,1.4547697555445307,3.440568772857097,25.778677419611487
1.025209641149801,4.5866432444436,2.0010393302907237,4.380779688097709,22.673887726525773
1.5423800512829429,3.3984744935850406,4.903683251307001,1.0892142902808124,28.366008756980023
4.8743106624669075,4.795408574960648,1.1827638065993291,4.039742504752386,99.2273002691344
