mu,Nn,target
2.192070681843478,4.453818912466369,9.763085860257531
2.562555401521751,4.300002587615145,11.018994857450696
3.9353472146411317,1.7666982762961303,6.952571140733265
1.601855834212826,4.329598923064103,6.935393294711802
3.0960532230386906,1.3205559763249233,4.088511586703784
1.3589908091346379,4.536890597048463,6.16559262343822
3.5104720062899637,3.3186457416567468,11.650012974879404
2.2428003000879553,4.8112458503138775,10.790663636880893
1.3568732815191455,3.3864128009689387,4.594933049829165
1.6889610595504965,4.65194983067525,7.856962114993022
4.214326909815927,1.9615307006349645,8.266531616116021
3.2069549444306036,3.3146421351372095,10.629907984296286
4.556908605845106,1.076609784311969,4.906012391268255
1.7263337670168708,2.524784895083975,4.358621418837613
3.5048215633347315,4.3676227884137555,15.307738529344698
2.4992857656429615,2.109077919975095,5.2711884240256195
1.60451210660307,3.08426988177078,4.948748365332436
2.425206680447536,3.6253450399256146,8.79221100975494
1.0644836175661396,3.6782559977599982,3.9154432508299135
4.202597783949621,1.9007440658582082,7.9880627990310975
4.631865980018553,1.5667327593187554,7.256896167669138
3.1086438314136307,2.5335964518998932,7.876048981490064
4.40964951781367,4.106451664782224,18.108012603532075
2.3175386131602806,3.7764119848476327,8.751980594085646
4.4625246214191305,2.4705995653822863,11.025111390185856
1.6159030718885226,1.2504442775697764,2.020596749350426
1.4114847905953827,4.4108413359703595,6.225835459451581
3.7677601643718996,2.081287792336578,7.841793234559293
4.551247299021163,2.3814635856221917,10.838629711780255
2.124183829723701,4.377790384744601,9.29923154519438
1.2479911612367687,4.126268289848628,5.149546354622645
1.168134758434313,3.974762045043689,4.643057701320985
4.8227209686978,4.065981434759239,19.60909392374935
3.2974347723080664,3.5635221956727268,11.750481999902838
4.299176675725752,4.738378615274119,20.371126823544177
2.1473849919691346,3.8376095581970104,8.240825170309561
4.254599811795268,1.1539790957423657,4.909719243561143
1.6498142490452574,1.6530331323288014,2.7271976158599713
1.3707056049956075,1.9871009781977809,2.7237304485079528
3.9780005196258728,2.9567256613209865,11.761856217126036
2.857972984578316,4.298933681989778,12.286236325620576
2.8643973586345624,2.198824551370653,6.298307237046925
2.8271912573447056,3.423894134755463,9.680003563854461
2.6404278983341065,3.982306490736953,10.514993157858845
3.8631712656159563,2.8186864496019632,10.889068498883363
4.709622043803545,4.088871756478186,19.257040558595385
3.4457335423045246,1.5771563080692168,5.434460392171268
4.612245072855235,1.239680138973271,5.717708612895962
4.462949740457597,4.326296355548658,19.30804319713853
3.787351846532634,3.7243442926432957,14.105402233865862
4.312361409357456,2.1370392160529392,9.215685445590205
2.9411995695296325,3.523148041600931,10.362281503345827
2.8376542629139894,4.165088513731339,11.819081176403827
4.319981267907242,3.821887946212021,16.51048433567641
3.8133821013511744,4.0536296243735865,15.45803865509312
4.163209547496383,1.9946732422828655,8.30424268640759
4.64645062362799,3.2973843067902076,15.321133368626507
1.018865442999696,1.7154866435605989,1.747850059051431
4.96440324705144,1.1329650493499206,5.624495369788541
4.433171603567637,2.3365450866624276,10.358305328647358
2.8073589358174016,3.359909288693001,9.432471365148187
2.2261269663819188,2.057104513565131,4.579375830313298
4.938617174426374,1.3233743815308037,6.535639448823908
3.954516351701833,3.701610847932059,14.638080625784214
3.5033387241141605,1.2051839611600568,4.222167640813323
2.6795271945252055,2.272556253654185,6.08937628275471
4.030354157707242,1.0724976985910692,4.322545558647964
4.037545773070338,4.253770396247718,17.17479268298171
1.5395998898995877,4.229828894365908,6.5122441000598466
1.5724093752118886,2.266588457271575,3.5640049399608755
1.2407940685053838,2.4047101397695627,2.983750077900826
2.3969175549279855,3.676032224622457,8.811146171678542
3.724402153536546,1.7742608009358927,6.608060747941116
2.084515584517097,2.500512011752598,5.212356257770489
4.4198053081342,3.853365541796937,17.031125475815518
2.245229748507026,1.3757836923932434,3.088950473672149
2.878593279432792,3.1579721402001075,9.09051737941602
3.1345755704790306,1.099368980523081,3.4460551492900873
3.3396634268089773,3.1376066547548818,10.478550192597341
4.245446750409322,1.3262476279654263,5.63051368238389
4.223303849050702,2.381679951381561,10.058558105876637
1.776494712182811,1.3551768954249641,2.4074645887947668
1.3793736625932116,1.9488880523723169,2.6882448507849537
2.6266196940956985,4.00366527023157,10.51610604735722
2.9704242756077046,4.520772059557391,13.428611070198315
2.8269610283479807,1.155208377730517,3.265729063465265
2.527103362400597,4.466964515841376,11.288481047706895
2.1145566966119143,1.7688444345010481,3.7403218442389057
4.407176032152119,2.635972950504537,11.6171968088649
3.7772770332385854,1.3136884335756265,4.9621651489763865
3.728021699412741,1.2766957451994543,4.759549441651486
2.8531858624392514,1.2619181390258967,3.600486993824338
2.509534892636603,1.249406523706639,3.1354292663296115
2.9668748601381827,2.16519353293225,6.423858260190467
4.587036443310744,3.3247694839046535,15.2508387882781
4.317692207072701,2.277925585455137,9.835381548611165
2.8935761979233003,2.520920072020286,7.294474317264991
2.4401835870188124,4.506567782503463,10.996852736652716
1.9164757429806514,2.9379670984583353,5.630542677870647
2.4214499975963673,3.0839616423155785,7.467658911372347
4.061768659295556,3.2606682317164126,13.244080031946384
2.9254644250258313,3.9919570912907374,11.678328456800648
1.6640860608474015,1.299216906564427,2.162008744231144
3.690550774592602,2.003262836275955,7.3931432121307985
1.4262571064158989,1.3766943127595517,1.9635200469356626
2.1431942444905823,2.3403255514201033,5.015772252037814
3.8947056216578906,2.4378860907165008,9.494848662475134
2.7137666392177824,4.676649785807333,12.69133617202893
1.187600013469753,4.350585678392251,5.166755610259953
1.5791073480967155,2.7566297384165375,4.353014275915481
3.048812956514307,2.400604212314621,7.318993225967639
3.5763445198478334,1.79115938996101,6.405803068461047
4.085787431420295,4.901144568782829,20.025034878706723
2.4956183513789165,3.136258041681912,7.826903123481082
1.4349853641129098,4.901063673562492,7.0329546401476275
2.2499501638475947,1.973007772992129,4.439169162116219
3.7348771826093974,3.5150324741017096,13.128214583653532
4.834944096894796,2.6077026113310637,12.608096347112271
1.7784136181267622,4.004318516109722,7.121334580366677
1.8091776093043213,4.427790340455462,8.010659142645979
1.793554325378624,4.719179754471108,8.46410526087089
1.9008434966321488,3.5181346388734576,6.687423348578905
2.7128742964804813,1.4722364588478447,3.9939924475497617
3.6022296061517394,3.357510142012622,12.094522436512598
1.8763142628743603,1.7479708300043835,3.2797425994255587
3.7879839431145355,1.3455211796184487,5.096812623515213
1.572664606336581,1.5081011655629375,2.371737325855776
3.5686464666829756,2.3758469392335653,8.478557785075425
1.790736021189287,2.5108148704630224,4.496206631075848
3.394826566890388,4.094331333737243,13.899544785422947
4.269246203149162,3.2536600982651827,13.890676020856562
1.3067419970998366,3.4349040257884056,4.48853334650501
3.9671604135010647,4.961961135582843,19.684895790415045
1.0732262977878495,1.0269382279086003,1.102137112395162
4.090993876977858,4.045689216268731,16.55088981191073
2.1080077256334784,1.6620159332998763,3.503542427522075
4.996530384622208,2.6737662562323323,13.359554340642417
4.0687533557862,1.8167116048856489,7.391751438874216
2.6328605262766356,2.3561903573163083,6.203520584171749
4.560986941366268,4.4920841494297825,20.48833714506764
