q1,q2,r,target
3.7677601643718996,2.081287792336578,4.551247299021163,0.3785772556125402
2.3814635856221917,2.124183829723701,4.377790384744601,0.2639527053287899
1.2479911612367687,4.126268289848628,1.168134758434313,3.7738364803611666
3.974762045043689,4.8227209686978,4.065981434759239,1.159504629175251
3.2974347723080664,3.5635221956727268,4.299176675725752,0.6357481362931252
4.738378615274119,2.1473849919691346,3.8376095581970104,0.6909046233144346
4.254599811795268,1.1539790957423657,1.6498142490452574,1.8037924211815
1.6530331323288014,1.3707056049956075,1.9871009781977809,0.5738334660344782
3.9780005196258728,2.9567256613209865,2.857972984578316,1.4399905021036448
4.298933681989778,2.8643973586345624,2.198824551370653,2.546905639317725
2.8271912573447056,3.423894134755463,2.6404278983341065,1.3884392797753022
3.982306490736953,3.8631712656159563,2.8186864496019632,1.9363555666718961
4.709622043803545,4.088871756478186,3.4457335423045246,1.6219078061532695
1.5771563080692168,4.612245072855235,1.239680138973271,4.733341359964325
4.462949740457597,4.326296355548658,3.787351846532634,1.3460678623907
3.7243442926432957,4.312361409357456,2.1370392160529392,3.5167377984300954
2.9411995695296325,3.523148041600931,2.8376542629139894,1.286875182591976
4.165088513731339,4.319981267907242,3.821887946212021,1.2318283618575439
3.8133821013511744,4.0536296243735865,4.163209547496383,0.8918623843428656
1.9946732422828655,4.64645062362799,3.2973843067902076,0.8524206360094593
1.018865442999696,1.7154866435605989,4.96440324705144,0.07092021957398326
1.1329650493499206,4.433171603567637,2.3365450866624276,0.9199891890008236
2.8073589358174016,3.359909288693001,2.2261269663819188,1.90338058192142
2.057104513565131,4.938617174426374,1.3233743815308037,5.800911945899991
3.954516351701833,3.701610847932059,3.5033387241141605,1.1926688477807865
1.2051839611600568,2.6795271945252055,2.272556253654185,0.6252910719524514
4.030354157707242,1.0724976985910692,4.037545773070338,0.2651579553794903
4.253770396247718,1.5395998898995877,4.229828894365908,0.3660465489120009
1.5724093752118886,2.266588457271575,1.2407940685053838,2.314935419722024
2.4047101397695627,2.3969175549279855,3.676032224622457,0.4265374921685
3.724402153536546,1.7742608009358927,2.084515584517097,1.5207706909538388
2.500512011752598,4.4198053081342,3.853365541796937,0.7443062492656868
2.245229748507026,1.3757836923932434,2.878593279432792,0.3727780488756377
3.1579721402001075,3.1345755704790306,1.099368980523081,8.19030511915525
3.3396634268089773,3.1376066547548818,4.245446750409322,0.5813723889311458
1.3262476279654263,4.223303849050702,2.381679951381561,0.9874387055771269
1.776494712182811,1.3551768954249641,1.3793736625932116,1.265307402984362
1.9488880523723169,2.6266196940956985,4.00366527023157,0.3193512113632258
2.9704242756077046,4.520772059557391,2.8269610283479807,1.6803178955298093
1.155208377730517,2.527103362400597,4.466964515841376,0.14630471761006927
2.1145566966119143,1.7688444345010481,4.407176032152119,0.19256979966540722
2.635972950504537,3.7772770332385854,1.3136884335756265,5.769458251209067
3.728021699412741,1.2766957451994543,2.8531858624392514,0.5846631414386754
1.2619181390258967,2.509534892636603,1.249406523706639,2.0286955800539817
2.9668748601381827,2.16519353293225,4.587036443310744,0.30530334932631487
3.3247694839046535,4.317692207072701,2.277925585455137,2.7665221670341222
2.8935761979233003,2.520920072020286,2.4401835870188124,1.2250364082503604
4.506567782503463,1.9164757429806514,2.9379670984583353,1.0005882035586768
2.4214499975963673,3.0839616423155785,4.061768659295556,0.4526412241499385
3.2606682317164126,2.9254644250258313,3.9919570912907374,0.5985903407235004
1.6640860608474015,1.299216906564427,3.690550774592602,0.15873587001925918
2.003262836275955,1.4262571064158989,1.3766943127595517,1.5075117954943513
2.1431942444905823,2.3403255514201033,3.8947056216578906,0.3306652323954816
2.4378860907165008,2.7137666392177824,4.676649785807333,0.30249361459302543
1.187600013469753,4.350585678392251,1.5791073480967155,2.07202318571008
2.7566297384165375,3.048812956514307,2.400604212314621,1.4583712385850414
3.5763445198478334,1.79115938996101,4.085787431420295,0.3837267248299746
4.901144568782829,2.4956183513789165,3.136258041681912,1.2435180907688175
1.4349853641129098,4.901063673562492,2.2499501638475947,1.3892871510054323
1.973007772992129,3.7348771826093974,3.5150324741017096,0.5964120892305884
4.834944096894796,2.6077026113310637,1.7784136181267622,3.986428401352161
4.004318516109722,1.8091776093043213,4.427790340455462,0.3695181054297721
1.793554325378624,4.719179754471108,1.9008434966321488,2.3425471074559803
3.5181346388734576,2.7128742964804813,1.4722364588478447,4.403388355769545
3.6022296061517394,3.357510142012622,1.8763142628743603,3.4354020046686045
1.7479708300043835,3.7879839431145355,1.3455211796184487,3.6573054543343386
1.572664606336581,1.5081011655629375,3.5686464666829756,0.1862342423104369
2.3758469392335653,1.790736021189287,2.5108148704630224,0.6748708094639071
3.394826566890388,4.094331333737243,4.269246203149162,0.7626024136603928
3.2536600982651827,1.3067419970998366,3.4349040257884056,0.36035687853204323
3.9671604135010647,4.961961135582843,1.0732262977878495,17.090332347015426
1.0269382279086003,4.090993876977858,4.045689216268731,0.25667768551930703
2.1080077256334784,1.6620159332998763,4.996530384622208,0.14033639485026073
2.6737662562323323,4.0687533557862,1.8167116048856489,3.2961944313706337
2.6328605262766356,2.3561903573163083,4.560986941366268,0.29820887887782005
4.4920841494297825,4.1772253626633145,4.508132406546584,0.9232992086964297
2.3801782563724427,4.903034008462055,1.7799956886361632,3.683294871232823
4.019722714339016,3.0533637668276854,3.319299350319595,1.1139913067030378
1.2064890860360546,1.0647196226003537,1.6618492743568711,0.46513111444038774
4.318407273110159,4.729774918136934,3.421765983826058,1.7444698317863492
1.297476188751538,4.526470472213978,4.001469625761926,0.36679215543623134
1.6774337000134198,3.4544850393107933,2.898982004237594,0.6895053513718263
3.9324171490663162,2.4397982555468753,1.441946452606389,4.6143999280919425
2.9426707105590717,2.006627264385809,3.1663605950971476,0.588962483002443
2.9705766276514187,3.5475027458941275,2.162651711078865,2.2531511853863044
3.8718887267770667,4.557671699114907,4.88038309295985,0.7408974132209831
3.002950831607879,3.6210839083476505,3.310129475257973,0.9924230597971818
2.3381482744277724,3.1211796401909897,3.080764450566167,0.7689070190475812
3.842073983788075,1.1812366410589972,4.7932692594472215,0.19753269162210324
3.852738138590182,2.680833947117043,2.368497669873089,1.8411682738773156
1.620174764327662,3.68993188072198,4.744905792669227,0.26553698742349024
1.2970521974014924,2.061775981860795,3.4096453577283405,0.23002789778501062
3.4720338896110325,1.8119463974828567,1.2397619315775619,4.093103326022535
1.4541189496416163,3.898548171787047,4.808860376667772,0.24514243948334088
1.458913337664287,1.982020057483314,3.1120493723529443,0.2985689102512146
2.813211913112017,2.5567016719551336,3.2931712584805655,0.6632142828101405
2.5025568654592782,2.0228020176695307,2.709987213412872,0.6892913831293309
4.517033588493051,2.5253688322444168,1.0689625212972458,9.982818579288159
4.076362658293393,1.1721067999403227,2.198563332288902,0.988466690616131
1.9005654667639198,1.8734510177984975,3.4761883368547988,0.29465823317609446
3.2266765024340556,3.4323620926471308,3.8239232858562677,0.757408511557911
4.285018662193056,4.424304095353191,3.8290215048575544,1.2930701205300665
2.6107700078775844,4.017652087927907,2.128665504421385,2.314867279020066
4.828886019239853,3.656604886469889,2.943051343757246,2.0385872901973032
4.267837874367993,2.159277536974236,2.645673385401388,1.3165699035829006
1.2047380779495676,4.5117043687072,3.6741077658137007,0.40265165712476714
3.911923447665753,1.7508142266707543,2.840563969942379,0.8488310669334214
4.481644243100516,2.027202692966305,4.392301441735483,0.4709234071939195
3.4194208357224265,4.758447255558739,2.8245735456701606,2.039445193360293
1.7349534890248024,1.774232833184378,4.527134682112386,0.15019366624860922
4.711199264372555,3.294921271682484,3.6295900187518373,1.178314906009363
1.9229778515925404,4.351046005378912,1.6857824489443254,2.944183683113983
2.9564530030959437,4.757301299931785,2.454043131252304,2.335432151601618
4.947038210576262,3.100992058877531,2.7832045968406947,1.9804124726045829
1.0804623210927264,2.7623453262031794,1.699480964091593,1.0333679486734422
3.9761726383678764,4.916745011732543,2.432077288944634,3.305127165811066
2.6427033109151585,4.350749657634017,1.6303070754255589,4.3258721194893255
1.4414866596546032,2.2501882643580537,1.6611492241815067,1.1754717262849925
3.67190957270511,2.611194115328943,2.4032848839290692,1.6600479244427266
4.981832474097249,4.46719280069639,3.1926987334299204,2.1832724572767064
3.206683768632816,3.7660449580830058,4.660218866683822,0.5560694119045206
1.6246208143397012,2.244211111195646,4.143721209325692,0.2123413942993911
1.9693622787207632,2.4874878893682864,2.83169830010412,0.6109316572377947
2.7655737537479888,1.0860220830727698,1.6376251115044815,1.1199404293238029
2.878986473345988,3.9292857446655067,4.9909227164091625,0.4541418733836761
4.777395302169054,4.57292683189455,1.4603738517251599,10.243711397514824
2.5996183565278446,4.823902814604174,1.221019831557138,8.411291986215979
1.9167860812633268,4.343848245478268,1.4269427957098189,4.08916999406029
1.7496591730330464,1.23697863715309,4.402633790010739,0.1116581768546294
3.4121766043077266,3.3629230743222496,4.390298412929696,0.5953335428097787
2.678943337423931,3.4085733475862066,1.3807521431532934,4.789660376873768
2.0974240982408734,4.890547485708657,3.741715596309208,0.7326595000681622
1.5154944907448566,4.518405229088811,3.5651750111140306,0.538738275682518
4.908431728650433,1.5768396525424593,3.9686416822035917,0.4914128497565463
1.3370247151081882,1.2534809300213028,4.617051865166452,0.07861902618591854
4.2239016851441455,4.731599490509101,3.0442305446560796,2.156585590317908
4.076667980925231,2.2602028760134725,1.9655027786883,2.3850936781034893
1.3150914453490912,1.7791105629613222,2.7795835459480895,0.30283036957133486
1.0463396590815122,4.076815242061917,3.5605854122094116,0.33647352671264213
4.37994384862694,3.3194732173238055,4.225590426253261,0.8142596458526461
3.3220213883323075,1.2044698246225325,1.0114380232519387,3.911288005241505
4.236486194379307,3.518564871328644,3.209130946076085,1.4474263712599533
