pr,V,target
3.7677601643718996,2.081287792336578,11.762689851838939
4.551247299021163,2.3814635856221917,16.257944567670382
2.124183829723701,4.377790384744601,13.94884731779157
1.2479911612367687,4.126268289848628,7.7243195319339675
1.168134758434313,3.974762045043689,6.964586551981478
4.8227209686978,4.065981434759239,29.41364088562402
3.2974347723080664,3.5635221956727268,17.625722999854258
4.299176675725752,4.738378615274119,30.556690235316267
2.1473849919691346,3.8376095581970104,12.361237755464341
4.254599811795268,1.1539790957423657,7.364578865341714
1.6498142490452574,1.6530331323288014,4.090796423789957
1.3707056049956075,1.9871009781977809,4.0855956727619285
3.9780005196258728,2.9567256613209865,17.642784325689053
2.857972984578316,4.298933681989778,18.429354488430864
2.8643973586345624,2.198824551370653,9.447460855570387
2.8271912573447056,3.423894134755463,14.520005345781692
2.6404278983341065,3.982306490736953,15.772489736788266
3.8631712656159563,2.8186864496019632,16.333602748325042
4.709622043803545,4.088871756478186,28.88556083789308
3.4457335423045246,1.5771563080692168,8.151690588256903
4.612245072855235,1.239680138973271,8.576562919343944
4.462949740457597,4.326296355548658,28.962064795707796
3.787351846532634,3.7243442926432957,21.158103350798793
4.312361409357456,2.1370392160529392,13.823528168385307
2.9411995695296325,3.523148041600931,15.543422255018738
2.8376542629139894,4.165088513731339,17.728621764605737
4.319981267907242,3.821887946212021,24.765726503514614
3.8133821013511744,4.0536296243735865,23.18705798263968
4.163209547496383,1.9946732422828655,12.456364029611386
4.64645062362799,3.2973843067902076,22.98170005293976
1.018865442999696,1.7154866435605989,2.6217750885771465
4.96440324705144,1.1329650493499206,8.436743054682811
4.433171603567637,2.3365450866624276,15.537457992971039
2.8073589358174016,3.359909288693001,14.14870704772228
2.2261269663819188,2.057104513565131,6.869063745469947
4.938617174426374,1.3233743815308037,9.803459173235861
3.954516351701833,3.701610847932059,21.95712093867632
3.5033387241141605,1.2051839611600568,6.3332514612199855
2.6795271945252055,2.272556253654185,9.134064424132065
4.030354157707242,1.0724976985910692,6.483818337971947
4.037545773070338,4.253770396247718,25.762189024472566
1.5395998898995877,4.229828894365908,9.76836615008977
1.5724093752118886,2.266588457271575,5.346007409941313
1.2407940685053838,2.4047101397695627,4.475625116851239
2.3969175549279855,3.676032224622457,13.216719257517815
3.724402153536546,1.7742608009358927,9.912091121911674
2.084515584517097,2.500512011752598,7.818534386655734
4.4198053081342,3.853365541796937,25.54668821372328
2.245229748507026,1.3757836923932434,4.633425710508225
2.878593279432792,3.1579721402001075,13.63577606912403
3.1345755704790306,1.099368980523081,5.16908272393513
3.3396634268089773,3.1376066547548818,15.71782528889601
4.245446750409322,1.3262476279654263,8.445770523575835
4.223303849050702,2.381679951381561,15.087837158814956
1.776494712182811,1.3551768954249641,3.6111968831921506
1.3793736625932116,1.9488880523723169,4.03236727617743
2.6266196940956985,4.00366527023157,15.774159071035829
2.9704242756077046,4.520772059557391,20.14291660529747
2.8269610283479807,1.155208377730517,4.898593595197898
2.527103362400597,4.466964515841376,16.932721571560343
2.1145566966119143,1.7688444345010481,5.610482766358359
4.407176032152119,2.635972950504537,17.42579521329735
3.7772770332385854,1.3136884335756265,7.443247723464581
3.728021699412741,1.2766957451994543,7.139324162477228
2.8531858624392514,1.2619181390258967,5.400730490736508
2.509534892636603,1.249406523706639,4.703143899494417
2.9668748601381827,2.16519353293225,9.635787390285698
4.587036443310744,3.3247694839046535,22.87625818241715
4.317692207072701,2.277925585455137,14.753072322916749
2.8935761979233003,2.520920072020286,10.941711475897488
2.4401835870188124,4.506567782503463,16.495279104979076
1.9164757429806514,2.9379670984583353,8.44581401680597
2.4214499975963673,3.0839616423155785,11.20148836705852
4.061768659295556,3.2606682317164126,19.866120047919576
2.9254644250258313,3.9919570912907374,17.51749268520097
1.6640860608474015,1.299216906564427,3.243013116346716
3.690550774592602,2.003262836275955,11.089714818196198
1.4262571064158989,1.3766943127595517,2.945280070403494
2.1431942444905823,2.3403255514201033,7.523658378056721
3.8947056216578906,2.4378860907165008,14.2422729937127
2.7137666392177824,4.676649785807333,19.037004258043392
1.187600013469753,4.350585678392251,7.750133415389929
1.5791073480967155,2.7566297384165375,6.529521413873222
3.048812956514307,2.400604212314621,10.978489838951457
3.5763445198478334,1.79115938996101,9.60870460269157
4.085787431420295,4.901144568782829,30.037552318060087
2.4956183513789165,3.136258041681912,11.740354685221623
1.4349853641129098,4.901063673562492,10.54943196022144
2.2499501638475947,1.973007772992129,6.658753743174327
3.7348771826093974,3.5150324741017096,19.6923218754803
4.834944096894796,2.6077026113310637,18.91214452066841
1.7784136181267622,4.004318516109722,10.682001870550016
1.8091776093043213,4.427790340455462,12.01598871396897
1.793554325378624,4.719179754471108,12.696157891306333
1.9008434966321488,3.5181346388734576,10.031135022868357
2.7128742964804813,1.4722364588478447,5.990988671324642
3.6022296061517394,3.357510142012622,18.141783654768897
1.8763142628743603,1.7479708300043835,4.919613899138338
3.7879839431145355,1.3455211796184487,7.645218935272818
1.572664606336581,1.5081011655629375,3.5576059887836644
3.5686464666829756,2.3758469392335653,12.717836677613137
1.790736021189287,2.5108148704630224,6.744309946613772
3.394826566890388,4.094331333737243,20.849317178134424
4.269246203149162,3.2536600982651827,20.83601403128484
1.3067419970998366,3.4349040257884056,6.732800019757515
3.9671604135010647,4.961961135582843,29.52734368562257
1.0732262977878495,1.0269382279086003,1.653205668592743
4.090993876977858,4.045689216268731,24.826334717866096
2.1080077256334784,1.6620159332998763,5.255313641283113
4.996530384622208,2.6737662562323323,20.039331510963624
4.0687533557862,1.8167116048856489,11.087627158311324
2.6328605262766356,2.3561903573163083,9.305280876257624
4.560986941366268,4.4920841494297825,30.73250571760146
